# time,x(N),y(E),z(D),psi,xd(N),yd(E),zd(D),psid,xdd(N),ydd(E),zdd(D),psidd
1.000000000000000000e+00,3.421044540846281123e-02,4.274861494753847725e-03,-1.519581440000000283e+00,0.000000000000000000e+00,1.431838583810174925e-01,2.069470082460197688e-02,-8.257536000000165188e-02,0.000000000000000000e+00,4.228396065587260999e-01,7.791712765289589282e-02,-2.477260800000048446e-01,0.000000000000000000e+00
1.050000000000000044e+00,4.191119499731445902e-02,5.411325984535560532e-03,-1.524027959434789636e+00,0.000000000000000000e+00,1.651025056011381498e-01,2.485191732821054322e-02,-9.544563885731049968e-02,0.000000000000000000e+00,4.535978090407500884e-01,8.848121378252275793e-02,-2.669486222410613063e-01,0.000000000000000000e+00
1.100000000000000089e+00,5.074550754287908416e-02,6.769127034722346309e-03,-1.529141654944061957e+00,0.000000000000000000e+00,1.885091201894358026e-01,2.955350236614611575e-02,-1.092545868750358362e-01,0.000000000000000000e+00,4.822856066226344773e-01,9.968588021372279395e-02,-2.852334202798135210e-01,0.000000000000000000e+00
1.150000000000000133e+00,6.078501410744896472e-02,8.376268114107240231e-03,-1.534968190483751549e+00,0.000000000000000000e+00,2.132894738143937818e-01,3.483052979195632587e-02,-1.239495030456631147e-01,0.000000000000000000e+00,5.084787396677532545e-01,1.114917911158820191e-01,-3.023500017827578934e-01,0.000000000000000000e+00
1.200000000000000178e+00,7.209511459945686096e-02,1.026225441530198047e-02,-1.541550312300872472e+00,0.000000000000000000e+00,2.393087688068245567e-01,4.071193922184602326e-02,-1.394664932376604438e-01,0.000000000000000000e+00,5.317793582438961053e-01,1.238529533800194482e-01,-3.180814758051900282e-01,0.000000000000000000e+00
1.250000000000000000e+00,8.473398392447871463e-02,1.245797792684659108e-02,-1.548927307128907138e+00,0.000000000000000000e+00,2.664130539138289677e-01,4.722420958835131521e-02,-1.557312011718781086e-01,0.000000000000000000e+00,5.518197470538512839e-01,1.367169799308536604e-01,-3.322265625000063727e-01,0.000000000000000000e+00
1.300000000000000044e+00,9.875165336748893685e-02,1.499558652841015589e-02,-1.557134499353785451e+00,0.000000000000000000e+00,2.944308135815055794e-01,5.439104683058974127e-02,-1.726596339826210469e-01,0.000000000000000000e+00,5.682655447560902573e-01,1.500253914721154658e-01,-3.446013484892228584e-01,0.000000000000000000e+00
1.350000000000000089e+00,1.141891752585453695e-01,1.790833786293892158e-02,-1.566202791540998840e+00,0.000000000000000000e+00,3.231747059511108078e-01,6.223308758189975004e-02,-1.901590689005443757e-01,0.000000000000000000e+00,5.808184762835376658e-01,1.637139542311736029e-01,-3.550407780588549778e-01,0.000000000000000000e+00
1.400000000000000133e+00,1.310778777565790865e-01,2.123043882960637396e-02,-1.576158252053956099e+00,0.000000000000000000e+00,3.524434256837785662e-01,7.076762059398798710e-02,-2.081290281025577615e-01,0.000000000000000000e+00,5.892186167684279052e-01,1.777130512690422159e-01,-3.633998903377990697e-01,0.000000000000000000e+00
1.450000000000000178e+00,1.494387154149765251e-01,2.499687162533304613e-02,-1.587021752858641221e+00,0.000000000000000000e+00,3.820236686592995978e-01,8.000832751500418227e-02,-2.264623092819532113e-01,0.000000000000000000e+00,5.932462056812339846e-01,1.919480849218374585e-01,-3.695548126213509255e-01,0.000000000000000000e+00
1.500000000000000000e+00,1.692817200681792089e-01,2.924320734047280296e-02,-1.598808660000001991e+00,0.000000000000000000e+00,4.116921765248673926e-01,8.996504451726825002e-02,-2.450460600000049505e-01,0.000000000000000000e+00,5.927230297916584734e-01,2.063399079397505997e-01,-3.734035200000074273e-01,0.000000000000000000e+00
1.550000000000000044e+00,1.906055555005782276e-01,3.400540818600594761e-02,-1.611528578651257648e+00,0.000000000000000000e+00,4.412178400000899559e-01,1.006435461486772653e-01,-2.637628843883217944e-01,0.000000000000000000e+00,5.875133935596962287e-01,2.208052808896059649e-01,-3.748663714541833336e-01,0.000000000000000000e+00
1.600000000000000089e+00,2.133971783275605272e-01,3.931961949523816308e-02,-1.625185154078476746e+00,0.000000000000000000e+00,4.703638407749738959e-01,1.120453526601226796e-01,-2.824919712792633431e-01,0.000000000000000000e+00,5.775246955647354019e-01,2.352573533870713218e-01,-3.738864325754948648e-01,0.000000000000000000e+00
1.650000000000000133e+00,2.376316065336536165e-01,4.522195270257940714e-02,-1.639775929329347903e+00,0.000000000000000000e+00,4.988898127679797789e-01,1.241675619395525565e-01,-3.011102333497627792e-01,0.000000000000000000e+00,5.627076295807095230e-01,2.496061667245874083e-01,-3.704295950752390376e-01,0.000000000000000000e+00
1.700000000000000178e+00,2.632717961743356039e-01,5.174826055546472708e-02,-1.655292259947031663e+00,0.000000000000000000e+00,5.265540044416576748e-01,1.370027070616166021e-01,-3.194934473719361345e-01,0.000000000000000000e+00,5.430560289052893674e-01,2.637591754610865702e-01,-3.644845032407110219e-01,0.000000000000000000e+00
1.750000000000000000e+00,2.902686258562079402e-01,5.893390586288478616e-02,-1.671719285527347054e+00,0.000000000000000000e+00,5.531154248037516430e-01,1.505386403401344775e-01,-3.375173861718818724e-01,0.000000000000000000e+00,5.186063725510974276e-01,2.776217855395663459e-01,-3.560622975000067858e-01,0.000000000000000000e+00
1.800000000000000044e+00,3.185609877648888366e-01,6.681352512531293919e-02,-1.689035957480328864e+00,0.000000000000000000e+00,5.783359566520881456e-01,1.647584446489328835e-01,-3.550589334061128310e-01,0.000000000000000000e+00,4.894369719069436853e-01,2.910979064985860787e-01,-3.451961852559428667e-01,0.000000000000000000e+00
1.850000000000000089e+00,3.480759832111529617e-01,7.542078842605000333e-02,-1.707215121925347967e+00,0.000000000000000000e+00,6.019824215519433697e-01,1.796403726548977953e-01,-3.719971727730918554e-01,0.000000000000000000e+00,4.556668564770916530e-01,3.040905153437543640e-01,-3.319408491497347069e-01,0.000000000000000000e+00
1.900000000000000133e+00,3.787292199135448012e-01,8.478815699315905841e-02,-1.726223656242579896e+00,0.000000000000000000e+00,6.238285819649863617e-01,1.951578144853945984e-01,-3.882144437853773389e-01,0.000000000000000000e+00,4.174543773064998131e-01,3.165022296452766337e-01,-3.163717029150772131e-01,0.000000000000000000e+00
1.950000000000000178e+00,4.104252075299067437e-01,9.494663986422660629e-02,-1.746022657422566349e+00,0.000000000000000000e+00,6.436570668793055727e-01,2.112792942305098676e-01,-4.035973567359088521e-01,0.000000000000000000e+00,3.749955467001025999e-01,3.282358874276273264e-01,-2.985840049832689247e-01,0.000000000000000000e+00
2.000000000000000000e+00,4.430578472909916243e-01,1.059255511031674812e-01,-1.766567680000005192e+00,0.000000000000000000e+00,6.612612082204130104e-01,2.279684955588729689e-01,-4.180377600000086957e-01,0.000000000000000000e+00,3.285221328440393052e-01,3.391951314174177501e-01,-2.786918400000049090e-01,0.000000000000000000e+00
2.050000000000000266e+00,4.765110109765978708e-01,1.177522690291860491e-01,-1.787809021027671585e+00,0.000000000000000000e+00,6.764467762535285589e-01,2.451843166041196564e-01,-4.314336533226933446e-01,0.000000000000000000e+00,2.782995279369123720e-01,3.492849952155257509e-01,-2.568269784144992518e-01,0.000000000000000000e+00
2.100000000000000089e+00,5.106592039084207890e-01,1.304519989228162258e-01,-1.809692049241565126e+00,0.000000000000000000e+00,6.890336031178392329e-01,2.628809541573599584e-01,-4.436900412489308554e-01,0.000000000000000000e+00,2.246244084389801277e-01,3.584124889595536878e-01,-2.331376243015721994e-01,0.000000000000000000e+00
2.149999999999999911e+00,5.453683061141306743e-01,1.440475406726913765e-01,-1.832157575288953844e+00,0.000000000000000000e+00,6.988570845638369944e-01,2.810080170793228249e-01,-4.547197213625014389e-01,0.000000000000000000e+00,1.678222060473494315e-01,3.664871820426865989e-01,-2.077870615773148300e-01,0.000000000000000000e+00
2.200000000000000178e+00,5.804963853439887300e-01,1.585590628193316587e-01,-1.855142259636968660e+00,0.000000000000000000e+00,7.057695508952395169e-01,2.995106687241449461e-01,-4.644440025071713274e-01,0.000000000000000000e+00,1.082444080051121887e-01,3.734217804550123976e-01,-1.809522087690272896e-01,0.000000000000000000e+00
2.250000000000000000e+00,6.158945751946409697e-01,1.740038844387963857e-01,-1.878579054550788552e+00,0.000000000000000000e+00,7.096414990473576268e-01,3.183297980450799924e-01,-4.727933486718850498e-01,0.000000000000000000e+00,4.626570535245087823e-02,3.791326963133777594e-01,-1.528220925000019770e-01,0.000000000000000000e+00
2.300000000000000266e+00,6.514080112146145574e-01,1.903962662895196944e-01,-1.902397676327257869e+00,0.000000000000000000e+00,7.103626786642743829e-01,3.374022189307090414e-01,-4.797079447297642463e-01,0.000000000000000000e+00,-1.771899227233393950e-02,3.835406071458430932e-01,-1.235962498498561352e-01,0.000000000000000000e+00
2.350000000000000089e+00,6.868768175323706204e-01,2.077472126200314850e-01,-1.926525103791930649e+00,0.000000000000000000e+00,7.078430259674474145e-01,3.566608971985297805e-01,-4.851381807286800352e-01,0.000000000000000000e+00,-8.329765667381940075e-02,3.865710024968066483e-01,-9.348306975100997840e-02,0.000000000000000000e+00
2.400000000000000355e+00,7.221371362607191813e-01,2.260642850035719520e-01,-1.950886098915173283e+00,0.000000000000000000e+00,7.020134401389018786e-01,3.760352045511127783e-01,-4.890450519392358641e-01,0.000000000000000000e+00,-1.500443373745635744e-01,3.881547154188640381e-01,-6.269808358195294584e-02,0.000000000000000000e+00
2.450000000000000178e+00,7.570221916907408088e-01,2.453514295278194923e-01,-1.975403745275909451e+00,0.000000000000000000e+00,6.928263978724857886e-01,3.954511986783115773e-01,-4.914004723740227898e-01,0.000000000000000000e+00,-2.175224355162563017e-01,3.882284364174728442e-01,-3.146221511798406867e-02,0.000000000000000000e+00
2.500000000000000000e+00,7.913633810943970781e-01,2.656088186240893600e-01,-2.000000000000009326e+00,0.000000000000000000e+00,6.802564026770754335e-01,4.148319285673204293e-01,-4.921875000000097700e-01,0.000000000000000000e+00,-2.852880367789842331e-01,3.867352074144890794e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.550000000000000266e+00,8.249913838073495986e-01,2.868327087704025669e-01,-2.024596254724110533e+00,0.000000000000000000e+00,6.643002664460078144e-01,4.340977639606726779e-01,-4.914004723740227343e-01,0.000000000000000000e+00,-3.528932847105388793e-01,3.836248932966398462e-01,3.146221511798611564e-02,0.000000000000000000e+00
2.600000000000000089e+00,8.577372801625735566e-01,3.090153152467904896e-01,-2.049113901084846923e+00,0.000000000000000000e+00,6.449772217375135952e-01,4.531667477805776389e-01,-4.890450519392373074e-01,0.000000000000000000e+00,-4.198897758578810646e-01,3.788546286150072939e-01,6.269808358195579079e-02,0.000000000000000000e+00
2.650000000000000355e+00,8.894336717908309931e-01,3.321447050590768391e-01,-2.073474896208089113e+00,0.000000000000000000e+00,6.223288641411482969e-01,4.719549702163058358e-01,-4.851381807286771486e-01,0.000000000000000000e+00,-4.858319580926392933e-01,3.723892370015878250e-01,9.348306975100981187e-02,0.000000000000000000e+00
2.700000000000000178e+00,9.199157947959958337e-01,3.562047090791694570e-01,-2.097602323672761671e+00,0.000000000000000000e+00,5.964189250357656569e-01,4.903769630496132570e-01,-4.797079447297638577e-01,0.000000000000000000e+00,-5.502805135228368005e-01,3.642016208689853873e-01,1.235962498498654610e-01,0.000000000000000000e+00
2.750000000000000000e+00,9.490226173519312747e-01,3.811748543756074969e-01,-2.121420945449230544e+00,0.000000000000000000e+00,5.673328759749632910e-01,5.083461126715306255e-01,-4.727933486718838285e-01,0.000000000000000000e+00,-6.128057073825766699e-01,3.542731189593303909e-01,1.528220925000061681e-01,0.000000000000000000e+00
2.800000000000000266e+00,9.765979133524808065e-01,4.070303176277261237e-01,-2.144857740363051768e+00,0.000000000000000000e+00,5.351773668661824468e-01,5.257750901221169837e-01,-4.644440025071737144e-01,0.000000000000000000e+00,-6.729906842920194698e-01,3.425938293084602182e-01,1.809522087690317860e-01,0.000000000000000000e+00
2.850000000000000089e+00,1.002491303877836470e+00,4.337419004303427750e-01,-2.167842424711064808e+00,0.000000000000000000e+00,5.000795010402926399e-01,5.425762963630975655e-01,-4.547197213625023271e-01,0.000000000000000000e+00,-7.304346932794109071e-01,3.291628951914583601e-01,2.077870615773121932e-01,0.000000000000000000e+00
2.900000000000000355e+00,1.026559258418619391e+00,4.612760272033241682e-01,-2.190307950758454858e+00,0.000000000000000000e+00,4.621859512386430335e-01,5.586623208716068323e-01,-4.436900412489301337e-01,0.000000000000000000e+00,-7.847562229572442316e-01,3.139887516155991931e-01,2.331376243015719496e-01,0.000000000000000000e+00
2.950000000000000178e+00,1.048666048023583652e+00,4.895947663217541934e-01,-2.212190978972347732e+00,0.000000000000000000e+00,4.216619214751318179e-01,5.739464115215581197e-01,-4.314336533226953430e-01,0.000000000000000000e+00,-8.355960282445799026e-01,2.970893299267792220e-01,2.568269784145028045e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.068684642808046314e+00,5.186558749777192556e-01,-2.233432320000014570e+00,0.000000000000000000e+00,3.786899606612096347e-01,5.883429535974592506e-01,-4.180377600000083627e-01,0.000000000000000000e+00,-8.826200300276012545e-01,2.784922180954945703e-01,2.786918400000025775e-01,0.000000000000000000e+00
3.050000000000000266e+00,1.086497546577706697e+00,5.484128681739113276e-01,-2.253977342577452525e+00,0.000000000000000000e+00,3.334686348119667576e-01,6.017679556638193539e-01,-4.035973567359064651e-01,0.000000000000000000e+00,-9.255220691502207275e-01,2.582347742484363828e-01,2.985840049832730325e-01,0.000000000000000000e+00
3.100000000000000089e+00,1.101997561686825389e+00,5.788151121323734660e-01,-2.273776343757437868e+00,0.000000000000000000e+00,2.862110655822242555e-01,6.141395398915565629e-01,-3.882144437853828345e-01,0.000000000000000000e+00,-9.640264961269546795e-01,2.363641910117686429e-01,3.163717029150825977e-01,0.000000000000000000e+00
3.150000000000000355e+00,1.115088477660328259e+00,6.098079422787437975e-01,-2.292784878074669130e+00,0.000000000000000000e+00,2.371433438115091996e-01,6.253784343211638008e-01,-3.719971727730962407e-01,0.000000000000000000e+00,-9.978905779699410727e-01,2.129375082321610102e-01,3.319408491497409242e-01,0.000000000000000000e+00
3.200000000000000178e+00,1.125685677566640397e+00,6.413328058332821158e-01,-2.310964042519689787e+00,0.000000000000000000e+00,1.865028276875615454e-01,6.354084644206605681e-01,-3.550589334061137747e-01,0.000000000000000000e+00,-1.026906703522028952e+00,1.880215716416424043e-01,3.451961852559470856e-01,0.000000000000000000e+00
3.250000000000000000e+00,1.133716656631790665e+00,6.733274289048494232e-01,-2.328280714472672486e+00,0.000000000000000000e+00,1.345363360680887910e-01,6.441570411746730951e-01,-3.375173861718813728e-01,0.000000000000000000e+00,-1.050904368688395651e+00,1.616929350323400572e-01,3.560622975000187207e-01,0.000000000000000000e+00
3.300000000000000266e+00,1.139121448135569814e+00,7.057260078427541883e-01,-2.344707740052990541e+00,0.000000000000000000e+00,8.149824843124563178e-02,6.515556428192977867e-01,-3.194934473719342471e-01,0.000000000000000000e+00,-1.069751922957942192e+00,1.340377035071734224e-01,3.644845032407196261e-01,0.000000000000000000e+00
3.350000000000000089e+00,1.141852952227416118e+00,7.384594244540976238e-01,-2.360224070670669860e+00,0.000000000000000000e+00,2.764852385547694053e-02,6.575402872156843603e-01,-3.011102333497602257e-01,0.000000000000000000e+00,-1.083358058607245544e+00,1.051513153725753824e-01,3.704295950752340971e-01,0.000000000000000000e+00
3.400000000000000355e+00,1.141877163942744300e+00,7.714554845408347905e-01,-2.374814845921546791e+00,0.000000000000000000e+00,-2.674934764034677531e-02,6.620519917336041837e-01,-2.824919712792702264e-01,0.000000000000000000e+00,-1.091673023978538160e+00,7.513826023929943976e-02,3.738864325755063001e-01,0.000000000000000000e+00
3.450000000000000178e+00,1.139173297390450701e+00,8.046391790513022224e-01,-2.388471421348760337e+00,0.000000000000000000e+00,-8.143044713478157781e-02,6.650372173945494625e-01,-2.637628843883195739e-01,0.000000000000000000e+00,-1.094689542224019707e+00,4.411173089738530673e-02,3.748663714541863867e-01,0.000000000000000000e+00
3.500000000000000000e+00,1.133733803818718577e+00,8.379329669753874388e-01,-2.401191340000019991e+00,0.000000000000000000e+00,-1.361305670278520619e-01,6.664482939022352559e-01,-2.450460600000108347e-01,0.000000000000000000e+00,-1.092443416908241538e+00,1.219320653136635700e-02,3.734035200000006549e-01,0.000000000000000000e+00
3.550000000000000266e+00,1.125564282048877818e+00,8.712570789408751182e-01,-2.412978247141377430e+00,0.000000000000000000e+00,-1.905883733291427462e-01,6.662438220666525579e-01,-2.264623092819502970e-01,0.000000000000000000e+00,-1.085013805861033687e+00,-2.048803515825984786e-02,3.695548126213489826e-01,0.000000000000000000e+00
3.600000000000000089e+00,1.114683280596481918e+00,9.045298402907623325e-01,-2.423841747946065439e+00,0.000000000000000000e+00,-2.445475729569269174e-01,6.643890500061461202e-01,-2.081290281025562072e-01,0.000000000000000000e+00,-1.072523144672155704e+00,-5.379547936116114981e-02,3.633998903377921308e-01,0.000000000000000000e+00
3.650000000000000355e+00,1.101121991675066747e+00,9.376680122375264936e-01,-2.433797208459017369e+00,0.000000000000000000e+00,-2.977590680655571309e-01,6.608562193902984827e-01,-1.901590689005537571e-01,0.000000000000000000e+00,-1.055136701221075723e+00,-8.758601152490609609e-02,3.550407780588659135e-01,0.000000000000000000e+00
3.700000000000000178e+00,1.084923838199716384e+00,9.705871495004133598e-01,-2.442865500646231869e+00,0.000000000000000000e+00,-3.499830784875081480e-01,6.556248778646655007e-01,-1.726596339826188542e-01,0.000000000000000000e+00,-1.033061742631825597e+00,-1.217106331181742052e-01,3.446013484892322953e-01,0.000000000000000000e+00
3.750000000000000000e+00,1.066143955877266958e+00,1.003201972635835215e+00,-2.451072692871098191e+00,0.000000000000000000e+00,-4.009912124461519900e-01,6.486821536767635177e-01,-1.557312011718852973e-01,0.000000000000000000e+00,-1.006546296047482247e+00,-1.560152582234211049e-01,3.322265625000161426e-01,0.000000000000000000e+00
3.800000000000000266e+00,1.044848573484944421e+00,1.035426753068884764e+00,-2.458449687699152619e+00,0.000000000000000000e+00,-4.505684647649753072e-01,6.400229884009908110e-01,-1.394664932376530331e-01,0.000000000000000000e+00,-9.758774846134734560e-01,-1.903415933928900017e-01,3.180814758052252778e-01,0.000000000000000000e+00
3.850000000000000089e+00,1.021114295501263536e+00,1.067175708625824893e+00,-2.465031809516270211e+00,0.000000000000000000e+00,-4.985151208687075841e-01,6.296503235384401931e-01,-1.239495030456719826e-01,0.000000000000000000e+00,-9.413794200647527255e-01,-2.245281032019441347e-01,3.023500017827695507e-01,0.000000000000000000e+00
3.900000000000000355e+00,9.950272923619877252e-01,1.098363407153157167e+00,-2.470858345055962246e+00,0.000000000000000000e+00,-5.446485439409686213e-01,6.175752366459122955e-01,-1.092545868750372517e-01,0.000000000000000000e+00,-9.034106333055974547e-01,-2.584110639336306692e-01,2.852334202798049723e-01,0.000000000000000000e+00
3.950000000000000178e+00,9.666824047678311826e-01,1.128905175588553300e+00,-2.475972040565220134e+00,0.000000000000000000e+00,-5.888048216733663409e-01,6.038170225267197599e-01,-9.544563885730870945e-02,0.000000000000000000e+00,-8.623610243771751005e-01,-2.918257078283623129e-01,2.669486222410676901e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.361821696738275023e-01,1.158717511622519680e+00,-2.480418560000018147e+00,0.000000000000000000e+00,-6.308402481097914460e-01,5.884032148941589213e-01,-8.257536000000698095e-02,0.000000000000000000e+00,-8.186483132025159648e-01,-3.246074603327793184e-01,2.477260800000067320e-01,0.000000000000000000e+00
4.049999999999999822e+00,9.036357768364612353e-01,1.187718494857167517e+00,-2.484245909326358692e+00,0.000000000000000000e+00,-6.706326151596917473e-01,5.713695437968667745e-01,-7.068463576575850782e-02,0.000000000000000000e+00,-7.727139725020532035e-01,-3.565932727815552261e-01,2.278075330722298120e-01,0.000000000000000000e+00
4.100000000000000533e+00,8.691579660909061200e-01,1.215828194129864981e+00,-2.487503832715038943e+00,0.000000000000000000e+00,-7.080822874239384168e-01,5.527598239735465047e-01,-5.980203668597506433e-02,0.000000000000000000e+00,-7.250186242718511531e-01,-3.876230529462167951e-01,2.074433792901405893e-01,0.000000000000000000e+00
4.150000000000000355e+00,8.328678768703642321e-01,1.242969067424909424e+00,-2.490243187153856397e+00,0.000000000000000000e+00,-7.431130330458826094e-01,5.326257691828736318e-01,-4.994345699584556292e-02,0.000000000000000000e+00,-6.760368812153677576e-01,-4.175411958848397331e-01,1.868897611183534535e-01,0.000000000000000000e+00
4.200000000000000178e+00,7.948878628684653558e-01,1.269066350545578814e+00,-2.492515302764077401e+00,0.000000000000000000e+00,-7.756725823700374445e-01,5.110267274326840692e-01,-4.111190678568441004e-02,0.000000000000000000e+00,-6.262516145222105646e-01,-4.461982175265510331e-01,1.664053369897078583e-01,0.000000000000000000e+00
4.250000000000000000e+00,7.553422861786751596e-01,1.294048430462092281e+00,-2.494371336894547930e+00,0.000000000000000000e+00,-8.057328852609157988e-01,4.880293319108780503e-01,-3.329747367188892054e-02,0.000000000000000000e+00,-5.761476293851606201e-01,-4.734524934248368622e-01,1.462477275000156896e-01,0.000000000000000000e+00
4.299999999999999822e+00,7.143563067258479338e-01,1.317847198988090884e+00,-2.495861630880418236e+00,0.000000000000000000e+00,-8.332900370035178916e-01,4.637070622986893542e-01,-2.647747049795007301e-02,0.000000000000000000e+00,-5.262047296473688629e-01,-4.991721051134844767e-01,1.266696263024955083e-01,0.000000000000000000e+00
